Assembly,Class,ContentDatabase,EventName,EventReceiver_ListTitle,EventReceiver_Type,EventReceiverId,HostId,HostType,ListCreatedDate,ListDeleteTransactionId,Orphan_NonOrphan,Scope,SiteCollection,SolutionName,Source,UpgradeStatus,WebApplication,WebUrl
"SampleCTEREnv, Version=1.0.0.0, Culture=neutral, PublicKeyToken=7374da7122f83773",SampleCTEREnv.SampleCTERReceiver,Portal_Content_01,ItemAdding,List2,ItemAdding,66db1daa-48eb-45c7-a62a-c81f7ae42a1a,3f058a95-0520-44e5-9ae9-a047a4629dee,2,9/30/2016 12:32:59 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,samplecterenv.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.ShellDocumentSetDefaultValuesEventReceiver,Portal_Content_01,Shell document set default values ItemAdding,HariTestCTER1,ItemAdding,116092ed-784e-4cb6-ad8a-88401ca7612e,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,shell.sharepoint.saef_v2.1.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.ShellDocumentSetDefaultValuesEventReceiver,Portal_Content_01,Shell document set default values ItemUpdating,HariTestCTER1,ItemUpdating,84bc1703-e7b5-4694-aa44-4ca2bbf7fbb3,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,shell.sharepoint.saef_v2.1.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.ShellDocumentSetDefaultValuesEventReceiver,Portal_Content_01,Shell document set default values ItemAdding,HariTestCTER1,ItemAdding,116092ed-784e-4cb6-ad8a-88401ca7612e,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,shell.sharepoint.saef_v2.1.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.ShellDocumentSetDefaultValuesEventReceiver,Portal_Content_01,Shell document set default values ItemUpdating,HariTestCTER1,ItemUpdating,84bc1703-e7b5-4694-aa44-4ca2bbf7fbb3,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,shell.sharepoint.saef_v2.1.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList1,ItemAdded,a534dd84-fc48-4b52-ae71-07c2f15238cc,f19b1c2d-dc92-4cdb-9e36-ee2ffdddc039,2,6/6/2016 6:27:56 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestListForER,ItemUpdated,737a3249-a917-4ca3-87b4-0d65e2b41647,a7317a2c-2160-4896-919e-8d3a5712ab54,2,6/6/2016 6:13:34 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,LTEROne,ItemUpdated,096609f0-af5e-4b5f-93fd-0f0905009fc1,9dcaf3fe-e4bd-47e2-a865-cdadd3316573,2,6/6/2016 4:40:26 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList4,ItemAdded,f6efc018-d58c-4b61-9fcf-201319bcd4e2,7ece57b7-876e-4de4-8f08-7112e160252c,2,2/29/2016 9:34:50 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestERCTList1,ItemAdded,5427dcdc-35e7-48a8-896b-3bc0aeba1f50,389190a9-dbce-4911-8116-4fed9439c649,2,5/24/2016 6:14:04 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestERCTList1,ItemUpdated,b7fd83e9-a323-4022-835d-4e9c1717e43f,389190a9-dbce-4911-8116-4fed9439c649,2,5/24/2016 6:14:04 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList09,ItemUpdated,0b47847a-f20f-4e17-99b4-5fc174513ffc,43f92a97-b373-4003-87ed-d0f3b02bf427,2,6/6/2016 6:16:29 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestListForER,ItemAdded,7dde7bfe-a23b-46dd-89c2-6222e81e137d,a7317a2c-2160-4896-919e-8d3a5712ab54,2,6/6/2016 6:13:34 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,ListForTemplate,ItemUpdated,d25d62cc-5bd6-4af4-957b-622e394b8f31,3a0fde99-637a-4ee7-919c-f90433191972,2,5/30/2016 8:01:40 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool/SubSiteDiscovery
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList1,ItemUpdated,5fd93b5e-5055-4221-9929-86f8f99684d4,f19b1c2d-dc92-4cdb-9e36-ee2ffdddc039,2,6/6/2016 6:27:56 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,LTEROne,ItemAdded,6c657b56-4826-43d4-b96a-8734103b0149,9dcaf3fe-e4bd-47e2-a865-cdadd3316573,2,6/6/2016 4:40:26 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,FinalTestList,ItemUpdated,62092e4d-5dbd-4eaa-81a2-a316d3a37d40,2a585980-d6cc-4a78-be4e-00937e6d6125,2,6/6/2016 9:40:22 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList09,ItemAdded,d3c32bc4-61b7-4f7b-8b5b-be8b8f16c1b9,43f92a97-b373-4003-87ed-d0f3b02bf427,2,6/6/2016 6:16:29 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList4,ItemUpdated,da8cf540-1f5a-4c5e-be10-c6f2ab47aee6,7ece57b7-876e-4de4-8f08-7112e160252c,2,2/29/2016 9:34:50 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,TestList67,ItemAdded,187217a6-3e19-4ad8-8074-d0160184dd09,a348cbf7-6c36-4d59-b78e-3d31ccbbecef,2,6/3/2016 1:15:28 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,Portal_Content_01,,ListForTemplate,ItemAdded,58c854e7-fd55-412e-a72c-f24ae294ab39,3a0fde99-637a-4ee7-919c-f90433191972,2,5/30/2016 8:01:40 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,ybbest.addeventreceivertocontenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool/SubSiteDiscovery
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Content and Structure Reports,ItemAdding,c6b24c36-8854-445d-81ce-21d3d6e23f6a,57d724c5-8ba5-40ff-8edd-263aa1d5b2c0,2,5/16/2016 10:21:46 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Translation Status,ItemAdding,bf84a120-0ab5-49e4-ad40-240412075db6,5a465bd0-012f-47f3-8ae0-e4c195c87d95,2,5/16/2016 10:23:26 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Long Running Operation Status,ItemAdding,f9ee0d12-2458-4ba5-a19d-27ee4f96ced4,c0cba94f-b19e-46c4-abf8-f08574b62744,2,5/16/2016 10:21:44 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Content type publishing error log,ItemAdding,d5c7b961-a3a3-4aa8-887d-37d276c5f7d5,f6131481-c333-415b-a6c9-d04203319716,2,5/16/2016 10:22:02 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,TaxonomyHiddenList,ItemAdding,e4add8df-8a39-4476-9b8f-51eb5ff686f9,b88892b1-803c-4275-b80e-bcb43e2ab2e5,2,5/16/2016 10:22:00 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Variation Labels,ItemAdding,3a3900a3-f2ed-48ed-bb7d-5e1d06c41c47,8af07f00-5cb3-4879-bfef-5bba00e7b282,2,5/16/2016 10:21:48 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Device Channels,ItemAdding,df9fa7f7-57bf-42ea-ae1d-8dd14fe1ef37,c55f2d47-0890-4a82-9b61-e60f3314cfa7,2,5/16/2016 10:23:06 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Reusable Content,ItemAdding,009d47be-b287-4638-b585-97c716067e6c,73bd162b-3876-4f6b-9978-32c7ad714470,2,5/16/2016 10:21:49 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Relationships List,ItemAdding,2db2a7ff-17fd-4a1c-a922-ab7ed56fbca9,82b73143-bfbf-439e-bca8-783e96086acf,2,5/16/2016 10:21:47 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Quick Deploy Items,ItemAdding,0bc1c5e6-e8c8-4c90-bcfa-bce4d0b8858a,23ee2721-0b2d-4ba1-9647-fcf913917889,2,5/16/2016 10:21:40 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Suggested Content Browser Locations,ItemAdding,ef07726a-f776-45d3-9094-ccc840e2c0c6,39218003-a73e-4692-bb04-e45f108dd3f0,2,5/16/2016 10:21:43 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Notification List,ItemAdding,5e609185-9981-4588-baf0-eafeaf0299a2,f7ad9242-103b-40da-86f3-3f6bb1340a9e,2,5/16/2016 10:21:45 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemAdding,Cache Profiles,ItemAdding,24552671-a6ef-48d5-879c-f7d4895bfb7a,7dde7016-1b64-4878-8001-6895ebbd6488,2,5/16/2016 10:21:33 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Long Running Operation Status,ItemUpdated,7d03ca99-0345-4dd8-9be1-05a95a0d9cdd,c0cba94f-b19e-46c4-abf8-f08574b62744,2,5/16/2016 10:21:44 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Relationships List,ItemUpdated,8f6de472-606d-491b-8e63-073219a1fb88,82b73143-bfbf-439e-bca8-783e96086acf,2,5/16/2016 10:21:47 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Translation Status,ItemUpdated,af74bdac-267e-424f-ad27-10184541cfb8,5a465bd0-012f-47f3-8ae0-e4c195c87d95,2,5/16/2016 10:23:26 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Content type publishing error log,ItemUpdated,e379f120-6bd5-4185-adfe-1d8b97d84e34,f6131481-c333-415b-a6c9-d04203319716,2,5/16/2016 10:22:02 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,TaxonomyHiddenList,ItemUpdated,9494c0b9-3a83-4d69-adf4-3253809287a7,b88892b1-803c-4275-b80e-bcb43e2ab2e5,2,5/16/2016 10:22:00 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Content and Structure Reports,ItemUpdated,81dd1c08-3ac1-42cf-b081-37e76ba327f2,57d724c5-8ba5-40ff-8edd-263aa1d5b2c0,2,5/16/2016 10:21:46 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Device Channels,ItemUpdated,66558520-fb6c-4ef3-84ee-5f2212282f50,c55f2d47-0890-4a82-9b61-e60f3314cfa7,2,5/16/2016 10:23:06 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Suggested Content Browser Locations,ItemUpdated,da219121-9065-4d36-a151-847a6afaa8b6,39218003-a73e-4692-bb04-e45f108dd3f0,2,5/16/2016 10:21:43 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Notification List,ItemUpdated,b17aa1d6-87c7-43ca-9696-8a4e93dec37a,f7ad9242-103b-40da-86f3-3f6bb1340a9e,2,5/16/2016 10:21:45 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Reusable Content,ItemUpdated,4b8edfd7-5af7-427e-85e2-957eb3806a07,73bd162b-3876-4f6b-9978-32c7ad714470,2,5/16/2016 10:21:49 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Quick Deploy Items,ItemUpdated,2cf128b6-30c0-4d14-8fd7-a5dfb9cddbf0,23ee2721-0b2d-4ba1-9647-fcf913917889,2,5/16/2016 10:21:40 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_02,TestEventRecveiver1ItemUpdated,Cache Profiles,ItemUpdated,8139308a-16a6-42ed-bc69-e1dacbc51bac,7dde7016-1b64-4878-8001-6895ebbd6488,2,5/16/2016 10:21:33 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPubSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPubSite
