FeatureID,FeatureName,Name,Type,ListTemplateId,ListURL,Assembly,Class,SolutionName
a965607c-1cae-4cc3-ba47-3c6be4802e54,"PreMtDeleteSiteTest Feature1",deletesiteertwoItemDeleting,ItemDeleting,0,Lists/ErListOne,"PreMtDeleteSiteTest, Version=1.0.0.0, Culture=neutral, PublicKeyToken=89d12cdca6922963",PreMtDeleteSiteTest.deletesiteertwo.deletesiteertwo,premtdeletesitetest.wsp
a965607c-1cae-4cc3-ba47-3c6be4802e54,"PreMtDeleteSiteTest Feature1",deletesiteertwoItemAdded,ItemAdded,0,Lists/ErListOne,"PreMtDeleteSiteTest, Version=1.0.0.0, Culture=neutral, PublicKeyToken=89d12cdca6922963",PreMtDeleteSiteTest.deletesiteertwo.deletesiteertwo,premtdeletesitetest.wsp
a965607c-1cae-4cc3-ba47-3c6be4802e54,"PreMtDeleteSiteTest Feature1",deletedsitetestdeleteerItemDeleting,ItemDeleting,0,Lists/ErListOne,"PreMtDeleteSiteTest, Version=1.0.0.0, Culture=neutral, PublicKeyToken=89d12cdca6922963",PreMtDeleteSiteTest.deletedsitetestdeleteer.deletedsitetestdeleteer,premtdeletesitetest.wsp
fdd9384e-7814-4e44-b101-bed0e28a2f98,"Shell.SharePoint.SAEF Site Attribute Additions",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.SiteAttributesAdditionsEventReceiver,shell.sharepoint.saef_v2.1.wsp
bbc2aabf-21ce-4223-8120-c1ff3d84ff33,"Shell.SharePoint.SAEF Site Attributes",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.SiteAttributesEventReceiver,shell.sharepoint.saef_v2.1.wsp
f0297d6e-0ed1-4c54-8e7f-79f2ac6cff49,"Shell.SharePoint.SAEF Shell Content Types",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.ShellContentTypeEventReceiver,shell.sharepoint.saef_v2.1.wsp
e0115d32-0b81-4cc2-9c4c-c9ba8cd2d6e3,"Shell.SharePoint.SAEF Logger List",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.LoggerListEventReceiver,shell.sharepoint.saef_v2.1.wsp
f9b7e179-cda6-42a4-829f-41a28e75ebe5,"Shell.SharePoint.SAEF Update MMS Link",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.UpdateMMSLinkEventReceiver,shell.sharepoint.saef_v2.1.wsp
53991b67-2bab-483d-bd89-e196a7112979,"Shell.SharePoint.SAEF Fetch Updated Metadata",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.FetchUpdatedMetadata.FetchUpdatedMetadataEventReceiver,shell.sharepoint.saef_v2.1.wsp
7c211f8e-a40d-4496-9684-da8b7cbe03b2,"Shell.SharePoint.SAEF Create SAEF Administration site",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.CreateSAEFAdminSite,shell.sharepoint.saef_v2.1.wsp
62f5042f-cf3b-443c-909b-fee4e92bda20,"Shell.SharePoint.SAEF Edit Multiple Properties",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.EditMultipleProperties.EditMultiplePropertiesEventReceiver,shell.sharepoint.saef_v2.1.wsp
8572f3c9-6afc-43a1-9fd4-534b061a7149,"Shell.SharePoint.SAEF Provision SAEF Administration site",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.SAEFAdminWebEventReceiver,shell.sharepoint.saef_v2.1.wsp
1af3a0e9-9755-4e6b-9757-1c82f2f4fc91,"Shell.SharePoint.SAEF.MMSReplication Manager",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF.MMSReplication, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.MMSReplication.Features.MMSReplicationManagerEventReceiver,shell.sharepoint.saef_v2.1.wsp
ECFD1DD3-6820-48FA-9785-2E5EF4F2A36C,"Shell.SharePoint.SAEF.MMSReplication MMS Replication Job",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF.MMSReplication, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.MMSReplication.Features.MMSReplicationJobEventReceiver,shell.sharepoint.saef_v2.1.wsp
6ea7c78e-281e-4046-a510-c0486a7b450e,"Shell.SharePoint.SAEF Administration Custom Actions",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.SAEFAdminActions.SAEFAdminActionsEventReceiver,shell.sharepoint.saef_v2.1.wsp
a01325b1-e4ff-4ac3-bf12-d87091d42e27,"Shell.SharePoint.SAEF Sandbox Logging",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.SandboxLoggingEventReceiver,shell.sharepoint.saef_v2.1.wsp
aec62978-4d51-4eba-bcaa-c6fca994b736,"Shell.SharePoint.SAEF Register Logging",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.RegisterLoggingEventReceiver,shell.sharepoint.saef_v2.1.wsp
2fba2ff3-cf38-4bab-be4d-7fc90d7eda8a,"Shell.SharePoint.SAEF Application Configuration Framework",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.ApplicationConfigurationFrameworkEventReceiver,shell.sharepoint.saef_v2.1.wsp
cea4c9d2-8b77-4e01-aef0-6b0758e5b157,"Shell.SharePoint.SAEF Large Collections",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.LargeCollectionSupportEventReceiver,shell.sharepoint.saef_v2.1.wsp
278f1a8c-65ea-4a57-a4ea-ba1f80e30b66,"Shell.SharePoint.SAEF Feature Upgrade Lists",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.FeatureUpgradeListsEventReceiver,shell.sharepoint.saef_v2.1.wsp
1e738d05-0a69-48dc-9743-13655b720381,"Shell.SharePoint.SAEF SiteAttribute Update TimerJob",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.SiteAttributeUpdateTimerJobEventReceiver,shell.sharepoint.saef_v2.1.wsp
8f1ed135-7aaa-4466-8082-94311527d2fa,"Shell.SharePoint.SAEF Feature Upgrade History List",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.FeatureUpgradeHistoryList.FeatureUpgradeHistoryListEventReceiver,shell.sharepoint.saef_v2.1.wsp
cc9c691b-a365-4935-b503-a4e738736ca6,"Shell.SharePoint.SAEF FeatureUpgradeFrameWorkTimerJob",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.FeatureUpgradeFrameworkTimerJobEventReceiver,shell.sharepoint.saef_v2.1.wsp
c96b05cc-95cb-4d51-8bc1-2fa04c1010b0,"Shell.SharePoint.SAEF Webtrends",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.Webtrends.WebtrendsEventReceiver,shell.sharepoint.saef_v2.1.wsp
6b9480e6-f0d9-4ac7-8366-fc1328caad19,"Shell.SharePoint.SAEF User Notifications",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.UserNotifications.UserNotificationsEventReceiver,shell.sharepoint.saef_v2.1.wsp
1252c415-68be-45ad-9c25-3361f7371974,"Shell.SharePoint.SAEF.DeclareAsRecord DAR Timer Jobs",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.DARTimerJobsEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.DeclareAsRecord.Features.DAREventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",ImplicitDeclareItemCheckedIn,ItemCheckedIn,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.ImplicitDeclareEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",ImplicitDeclareItemUpdated,ItemUpdated,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.ImplicitDeclareEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",DeclareItemPolicyEventReceiverItemAdded,ItemAdded,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.DeclareItemPolicyEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",DeclareItemPolicyEventReceiverItemAdding,ItemAdding,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.DeclareItemPolicyEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",DeclareItemPolicyEventReceiverItemDeleting,ItemDeleting,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.DeclareItemPolicyEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",DeclareItemPolicyEventReceiverItemUpdating,ItemUpdating,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.DeclareItemPolicyEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",DeclareItemPolicyEventReceiverItemCheckingIn,ItemCheckingIn,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.DeclareItemPolicyEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",DeclareItemPolicyEventReceiverItemCheckingOut,ItemCheckingOut,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.DeclareItemPolicyEventReceiver,shell.sharepoint.saef_v2.1.wsp
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,"Shell.SharePoint.SAEF DAR",ApprovalWorkflowEventReceiverItemUpdated,ItemUpdated,101,,"Shell.SharePoint.SAEF.Common, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Common.DeclareAsRecord.ApprovalWorkflowEventReceiver,shell.sharepoint.saef_v2.1.wsp
2e206921-2be1-4988-a240-fb770c4a6cea,"Shell.SharePoint.SAEF Upgrades",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.UpgradesEventReceiver,shell.sharepoint.saef_v2.1.wsp
05dceec5-26a6-4f87-a5c9-fda62ea3d410,"Shell.SharePoint.SAEF Retrofitting",N/A,N/A,N/A,N/A,"Shell.SharePoint.SAEF, Version=3.0.0.0, Culture=neutral, PublicKeyToken=16f8edf20a8e6249",Shell.SharePoint.SAEF.Features.Retrofitting.RetrofittingEventReceiver,shell.sharepoint.saef_v2.1.wsp
203a0574-99c4-44ce-a810-6eef884b2ece,"SiteLevlvelEventReceiver Feature1",EventReceiver1ItemAdding,ItemAdding,3100,,"SiteLevlvelEventReceiver, Version=1.0.0.0, Culture=neutral, PublicKeyToken=46a1782c63e39716",SiteLevlvelEventReceiver.EventReceiver1.EventReceiver1,sitelevlveleventreceiver.wsp
203a0574-99c4-44ce-a810-6eef884b2ece,"SiteLevlvelEventReceiver Feature1",EventReceiver1ItemDeleting,ItemDeleting,3100,,"SiteLevlvelEventReceiver, Version=1.0.0.0, Culture=neutral, PublicKeyToken=46a1782c63e39716",SiteLevlvelEventReceiver.EventReceiver1.EventReceiver1,sitelevlveleventreceiver.wsp
c42fd765-5e9a-415a-a16e-eda18ab1a654,"tester Feature1",EventReceiversOnErListOneItemAdded,ItemAdded,0,Lists/ErListOne,"tester, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c26ac6e4940aa68c",tester.EventReceiversOnErListOne.EventReceiversOnErListOne,tester.wsp
c42fd765-5e9a-415a-a16e-eda18ab1a654,"tester Feature1",EventReceiversOnErListOneItemUpdated,ItemUpdated,0,Lists/ErListOne,"tester, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c26ac6e4940aa68c",tester.EventReceiversOnErListOne.EventReceiversOnErListOne,tester.wsp
1da9eef7-a3a1-41f0-a706-892a4fa529fe,"TestFeature Feature1",TestCTERWebDeleting,WebDeleting,0,,"TestFeature, Version=1.0.0.0, Culture=neutral, PublicKeyToken=4bf3127505eebcc3",TestFeature.TestCTER.TestCTER,testfeature.wsp
5eac0bf8-59bb-46f1-8aba-a799d4110444,"TestTimerJob Feature1",N/A,N/A,N/A,N/A,"TestTimerJob, Version=1.0.0.0, Culture=neutral, PublicKeyToken=108b5553cf97e8ef",TestTimerJob.Features.Feature1.Feature1EventReceiver,testtimerjob.wsp
a7407913-0c3b-4bc7-8391-c9d3346cd09a,"YBBEST Add Event Receiver To ContentType Item",N/A,N/A,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.Features.AddEventReceiver.ItemContentTypeEventReceiver,ybbest.addeventreceivertocontenttype.wsp
