Assembly,Class,ContentDatabase,EventName,EventReceiver_ListBaseTemplate,EventReceiver_ListTitle,EventReceiver_Type,EventReceiverId,HostId,HostType,ListCreatedDate,ListDeleteTransactionId,Orphan_NonOrphan,Scope,SiteCollection,SiteCollectionOwner,SolutionId,SolutionName,WebApplication,WebUrl
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemFileMoved,f56a5834-f226-4446-b2ca-3a6b2b830e93,8319b14e-2a27-4873-a934-d2983c60fed8,2,6/9/2015 7:06:35 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestContosoTeamSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,829ed866-6d96-4a2c-9ff5-3b71c60a3165,eb973c2d-ce75-469f-9f22-7111f9c8e5a9,2,12/9/2014 8:17:21 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PnPValidation,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/PnPValidation
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUncheckedOut,fe8de75d-e655-4cc1-ae26-3be05ef0d77a,40b78108-9943-48b4-bcdf-6c89771ab5fd,2,10/28/2014 11:49:40 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/GhostableContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/GhostableContosoPublishingSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,af6732a7-9936-47e3-8789-3d244e6e308a,40b78108-9943-48b4-bcdf-6c89771ab5fd,2,10/28/2014 11:49:40 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/GhostableContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/GhostableContosoPublishingSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,6005de06-348a-42e9-b653-4086beb01a80,df462ace-6896-4f8e-8992-4696f6b68650,2,3/10/2015 7:42:36 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,400e4ce3-c8cd-445c-9a00-41169c0a4af5,689323ff-7c40-4be3-a0bf-fde0110fb17c,2,10/8/2015 8:15:04 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TMaster2publishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TMaster2publishing
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemFileMoved,15caebe9-0f50-4ed3-ab46-41510e1ccb22,98f6487d-a7c7-4b87-9f67-5868ef38230f,2,5/28/2015 5:57:48 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUncheckedOut,de48931f-dc6b-42b5-ac34-42a5cacff818,28eb5f0a-89e8-4259-9642-d71bb425907f,2,10/8/2015 4:00:44 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/rajdev,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,7ce8431c-804e-4c47-9726-433b2aa71f1e,7444d53e-fba9-4cd8-a2a4-f8a58dac1a98,2,10/20/2014 10:13:35 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestListContentType2,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestListContentType2
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,8ca0184a-6655-4a87-ac0b-4441154989b9,4a8009e5-c22f-439e-94e2-2473bffe2ec3,2,10/29/2014 6:34:42 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/AnubhavPublishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavPublishing
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemFileMoved,27a96456-c182-47a5-aec2-446739ba1a8f,ead60b0d-c368-4515-bf7d-4a0b0bcdd600,2,3/24/2015 8:08:28 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUncheckedOut,b25f2689-09b8-4c90-8be3-45cc47a39808,1dc0a286-0e3a-4fef-b38d-f0618d8e1c5c,2,10/21/2014 9:52:18 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/KTContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/KTContosoPublishingSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,d6b0911b-390f-461b-92ee-46ae1fdb4a1c,2740725b-b629-47d7-90ea-5fd9cefb95db,2,3/20/2015 6:07:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/SudhaContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/SudhaContosoPublishingSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,e97c98e5-8d3b-4214-bdc0-48c45eda733e,aa693731-6344-487d-b7c4-8c27dd7bde9e,2,4/27/2015 4:52:04 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestSearch,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSearch
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemFileMoved,9846cfd5-e0c4-45fa-9d4e-49554d667ca8,ac3a2383-1044-41b4-ab1b-61b582148b22,2,3/24/2015 8:10:08 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseBISite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseBISite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,be5555d7-cd15-4a6c-862a-4b14731608d6,ead60b0d-c368-4515-bf7d-4a0b0bcdd600,2,3/24/2015 8:08:28 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki
"Microsoft.Office.Policy, Version=14.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,HariTestCTER1,ItemUpdated,f270dbfb-8a9f-498a-8ec6-4b178290ccad,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,30520d90-0d90-4313-835c-4e78f580e159,8319b14e-2a27-4873-a934-d2983c60fed8,2,6/9/2015 7:06:35 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestContosoTeamSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,4376bb88-1ecb-49eb-936a-4e80f0496214,b03701d2-9ca5-4cad-ba54-8527f524b013,2,5/14/2015 8:58:48 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testv,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/testv
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUncheckedOut,b25d67fa-cad2-4735-839f-4eedee099729,ead60b0d-c368-4515-bf7d-4a0b0bcdd600,2,3/24/2015 8:08:28 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,2a3ee1cb-711c-4a7c-85fe-4f07b76e9abf,98f6487d-a7c7-4b87-9f67-5868ef38230f,2,5/28/2015 5:57:48 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,b743a568-639e-4517-b957-54307c3851d8,b03701d2-9ca5-4cad-ba54-8527f524b013,2,5/14/2015 8:58:48 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testv,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/testv
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemFileMoved,3e9d92ed-9590-4b8c-a0eb-545440a09055,28eb5f0a-89e8-4259-9642-d71bb425907f,2,10/8/2015 4:00:44 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/rajdev,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,ecea881b-4d6c-41ae-99e2-54c184d9abf2,2740725b-b629-47d7-90ea-5fd9cefb95db,2,3/20/2015 6:07:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/SudhaContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/SudhaContosoPublishingSite
"Microsoft.Office.Policy, Version=14.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,HariTestCTER1,ItemUncheckedOut,227b5400-b716-43cd-9a7a-574743c928e1,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=14.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,HariTestCTER1,ItemUpdated,4e9dd99c-8f2d-4018-b62f-5795a602715f,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,cd9db8fd-6434-4cc0-9471-57fa833c3c7b,df54c348-8066-4ed3-bed9-ccbaf153d826,2,2/5/2015 8:49:43 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/Publishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/Publishing
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,d30dc013-2ca0-4ec7-872e-59e4564df2be,689323ff-7c40-4be3-a0bf-fde0110fb17c,2,10/8/2015 8:15:04 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TMaster2publishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TMaster2publishing
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,e9907400-48de-42c1-96fb-5c2af6dfa4e6,fa2a798a-cad6-46a4-b609-d132a252d688,2,5/12/2014 5:21:46 PM,0x,Non-Orphan,List,https://intranet.poc.com/,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUncheckedOut,ea839a56-7b5a-4622-9fef-5f677f346aa3,cf2d3900-47c9-42b0-a7fb-e1fc76928a12,2,10/20/2014 9:23:37 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Microsoft.Office.Policy, Version=14.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,HariTestCTER1,ItemCheckedIn,dfe5016a-0555-4728-9a2c-60ec4172b30d,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,2a8b594a-f09b-47b4-bfdd-611234e3e354,fa2a798a-cad6-46a4-b609-d132a252d688,2,5/12/2014 5:21:46 PM,0x,Non-Orphan,List,https://intranet.poc.com/,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUncheckedOut,e9728cc8-95f5-43e4-94b4-62016849b5e6,6ab99c17-73f2-4c79-a216-ae4254dba2f7,2,5/5/2015 12:32:29 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestingUnghostingTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestingUnghostingTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,750714b2-0960-4ae4-8b9b-628c750f2c73,a06dda31-fc48-45c7-98fd-95c466245cbe,2,10/8/2015 6:44:11 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/vidhiTest12,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest12
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,1a69fc65-0441-4cfd-b2ae-63670d9c3828,69df4f83-66bb-408a-8840-f97b5782063f,2,10/22/2014 11:08:03 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestContentTypesRemovalPublishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContentTypesRemovalPublishing
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,80116925-467e-4cd4-8516-6585cd552d79,cf2d3900-47c9-42b0-a7fb-e1fc76928a12,2,10/20/2014 9:23:37 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Microsoft.Office.Policy, Version=14.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,HariTestCTER1,ItemUncheckedOut,85726963-64b2-403a-a310-65a0913cde4e,362e761c-a4df-4d88-9549-52f9c9ad8115,2,7/20/2016 7:55:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,9270a27f-6463-462e-aa9a-6890806a4bb5,fa2a798a-cad6-46a4-b609-d132a252d688,2,5/12/2014 5:21:46 PM,0x,Non-Orphan,List,https://intranet.poc.com/,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,19831bcc-a75e-45a2-b5e9-68a27c116e33,1dc0a286-0e3a-4fef-b38d-f0618d8e1c5c,2,10/21/2014 9:52:18 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/KTContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/KTContosoPublishingSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemAdded,a1aff3f5-9cd6-43cf-b6f4-6c07d9770258,ead60b0d-c368-4515-bf7d-4a0b0bcdd600,2,3/24/2015 8:08:28 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterpriseWiki
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemFileMoved,458a5282-508d-4d97-854f-6c60c4ff6cce,2740725b-b629-47d7-90ea-5fd9cefb95db,2,3/20/2015 6:07:29 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/SudhaContosoPublishingSite,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/SudhaContosoPublishingSite
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemUpdated,a670cac8-f15c-4fbe-8847-6df4f42c07bf,b893ddc4-f939-41b5-8ab6-6b96aadc8c3a,2,8/26/2015 7:30:33 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPublishingNGFieldType,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPublishingNGFieldType
"Microsoft.Office.Policy, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.RecordsManagement.Internal.UpdateExpireDate,Portal_Content_01,Microsoft.Office.RecordsManagement.PolicyFeatures.ExpirationEventReceiver,101,Translation Packages,ItemCheckedIn,287fdb5a-3a4f-4632-9519-70179d7b6801,b893ddc4-f939-41b5-8ab6-6b96aadc8c3a,2,8/26/2015 7:30:33 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/TestPublishingNGFieldType,N/A,N/A,createcustompolicies.wsp,https://intranet.poc.com/,https://intranet.poc.com/sites/TestPublishingNGFieldType
